Order list for C:/Users/WillyKaze/ownCloud/ExMachina/EISLA/2G/00 EAGLE/Armaz BBB Cape/Armaz BBB Cape.sch
Exported from EAGLE with DesignLink

Quantity	Value	Package	Order code	Manufacturer	Manuf. Code	Availability	Price (from)	Description
3	4K7, 1%	R0402	2073064	MULTICOMP	MCMR04X4701FTL	87874	0.0035	MULTICOMP - MCMR04X4701FTL - RESISTANCE 0402 4K7 1% ANTI SULFUR
11	10K	R0402	2072517	MULTICOMP	MCMR04X1002FTL	660535	0.0035	MULTICOMP - MCMR04X1002FTL - RESISTANCE CERAMIQUE 10K 0.063W 1%
1	470	R0402	2073063	MULTICOMP	MCMR04X4700FTL	82018	0.0035	MULTICOMP - MCMR04X4700FTL - RESISTANCE 0402 470R 1% ANTI SULFUR
1	3K3	R0402	2072928	MULTICOMP	MCMR04X3301FTL	37838	0.0035	MULTICOMP - MCMR04X3301FTL - RESISTANCE 0402 3K3 1% ANTI SULFUR
1	120, DNI	R0402	2072575	MULTICOMP	MCMR04X1200FTL	44250	0.0035	MULTICOMP - MCMR04X1200FTL - RESISTANCE 0402 120R 1% ANTI SULFUR
1	G6L5VDC	G6L-1F	2213840	OMRON ELECTRONIC COMPONENTS	G6L1F5DC	1241	1.15	OMRON ELECTRONIC COMPONENTS - G6L1F5DC - RELAIS  FAIBLE  CMS SPST-NO 1A 5V
3	22-05-7038-03	7395-03	9731610	MOLEX	22-05-7038	18177	0.212	MOLEX - 22-05-7038 - BARRETTE MALE KK COUDEE 2.54MM 3 VOIES
1	EXMACHINA-LOGO	EXM-LOGO	unknown					
1	CC-BY-SA	CC-BY-SA	unknown					
1	LM2675M-5.0	SOIC127P620X175-8N	9489746	TEXAS INSTRUMENTS	LM2675M-5.0	1277	2.51	TEXAS INSTRUMENTS - LM2675M-5.0 - REGULATEUR STEP-DOWN CMS 1A
1	LM2675M-12	SOIC127P600X175-8N	1469208	TEXAS INSTRUMENTS	LM2675M-12/NOPB	2293	2.04	TEXAS INSTRUMENTS - LM2675M-12/NOPB - IC, DC/DC CONVERTER, 1A, SMD
1	24AA256-I/SN	SOIC127P600X175-8N	1331295	MICROCHIP	24AA256-I/SN	898	0.668	MICROCHIP - 24AA256-I/SN - EEPROM SERIE 256 KBITS 400KHZ, SOIC-8
1	DS1307ZN+	SOIC127P600X175-8N	9725253	MAXIM INTEGRATED PRODUCTS	DS1307ZN+	2722	2.11	MAXIM INTEGRATED PRODUCTS - DS1307ZN+ - RTC SERIE 64X8 CMS 1307 SOIC8
2	CD4050BD	SOIC127P600X175-16N	1740857	TEXAS INSTRUMENTS	CD4050BD	4413	0.147	TEXAS INSTRUMENTS - CD4050BD - CI LOGIQUE BUFFER/CONVERT. HEX SOIC-16
1	PCA9685PW	SOP65P640X110-28N	1854074	NXP	PCA9685PW	387	0.998	NXP - PCA9685PW - DRIVER DE LED RGBA 28-TSSOP
1	MCP23008-E/SO	SOIC127P1030X265-18N	1332086	MICROCHIP	MCP23008-E/SO	1480	0.735	MICROCHIP - MCP23008-E/SO - CI EXTENSION D'E/S 8BIT 1.7MHZ SOIC-18
1	SN65HVD08D	SOIC127P600X175-8N	1212360	TEXAS INSTRUMENTS	SN65HVD08D	2588	2.08	TEXAS INSTRUMENTS - SN65HVD08D - TRANSCEIVER RS-485 CMS
1	MCP2515-I/SO	SOIC127P1034X264-18N	1292239	MICROCHIP	MCP2515-I/SO	8589	1.31	MICROCHIP - MCP2515-I/SO - CONTROLEUR CAN SPI CMS SOIC18
1	MCP2551-I/SN	SOIC127P600X175-8N	9758569	MICROCHIP	MCP2551-I/SN	24853	0.735	MICROCHIP - MCP2551-I/SN - HI SPEED TRANSCEIVER CAN CMS 2551
